seqname	strand	gene_id	transcript_id	start	end	exons	length_DNA_level	length_transcript_level	1_bp_thresh	5_bp_thresh	10_bp_thresh	20_bp_thresh	35_bp_thresh	50_bp_thresh	100_bp_thresh	200_bp_thresh
11	-	BambuGene5085	BambuTx12481	66632037	66637855	2	5818	1082	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4385	BambuTx1851	66634682	66636323	2	1641	1108	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4387	BambuTx12482	66789061	66792147	2	3086	910	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	+	BambuGene4387	BambuTx1852	66792065	66794304	2	2239	1238	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4389	BambuTx19779	66793859	66800089	2	6230	490	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5087	BambuTx28252	66841611	66843340	2	1729	380	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5089	BambuTx19780	66878064	66903192	2	25128	805	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4392	BambuTx12483	66909474	66915492	2	6018	5505	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5091	BambuTx12484	66910464	66913125	3	2661	1237	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4394	BambuTx1853	66944044	66946118	2	2074	1939	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5094	BambuTx28253	67043976	67045678	2	1702	1597	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5096	BambuTx12485	67128010	67153500	2	25490	431	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	+	BambuGene4396	BambuTx12486	67205411	67206699	2	1288	718	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	-	ENSG00000287851	BambuTx19781	67316544	67317789	2	1245	354	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED
11	+	ENSG00000172613	BambuTx1854	67317836	67331128	3	13292	402	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000172613	BambuTx1855	67317841	67331130	3	13289	679	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000274251	BambuTx12487	67353521	67354346	2	825	589	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000175634	BambuTx1856	67428462	67435405	15	6943	1803	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4398	BambuTx19782	67478962	67480455	2	1493	1356	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5098	BambuTx12488	67585181	67586653	2	1472	143	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000184224	BambuTx19783	67605820	67606435	2	615	271	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	-	ENSG00000132744	BambuTx19784	67642555	67650663	6	8108	2670	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4400	BambuTx1857	67650617	67652579	2	1962	297	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	+	BambuGene4400	BambuTx19785	67650678	67651671	2	993	534	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000160172	BambuTx28254	67789358	67805340	5	15982	3887	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000160172	BambuTx19786	67791591	67805347	3	13756	2034	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000160172	BambuTx1858	67791777	67805330	4	13553	1791	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000251637	BambuTx28255	67805615	67894096	4	88481	450	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000273819	BambuTx19787	67812006	67955817	3	143811	1217	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000254610	BambuTx19788	67812006	67955778	2	143772	1043	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4403	BambuTx1859	68005157	68007002	2	1845	664	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	+	ENSG00000006534	BambuTx19789	68010321	68029276	7	18955	1320	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5100	BambuTx1860	68032651	68035548	2	2897	2640	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4405	BambuTx1861	68090181	68095429	2	5248	3694	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4405	BambuTx1862	68090187	68095734	2	5547	4127	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4405	BambuTx1863	68093001	68095734	2	2733	549	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000171067	BambuTx1864	68261463	68271981	5	10518	944	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	-	ENSG00000171067	BambuTx1865	68261467	68262204	2	737	615	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000286369	BambuTx1866	68272101	68284884	4	12783	952	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000286369	BambuTx1867	68272102	68284884	4	12782	779	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED
11	+	ENSG00000286369	BambuTx1868	68272102	68284884	4	12782	745	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000286369	BambuTx12489	68272102	68284884	4	12782	2070	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5102	BambuTx19790	68328304	68328679	2	375	270	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4407	BambuTx28256	68366989	68370445	2	3456	2264	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5104	BambuTx28257	68510055	68511424	2	1369	208	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	-	BambuGene5106	BambuTx1869	68628545	68637122	2	8577	1851	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000110090	BambuTx1870	68754883	68756839	2	1956	1317	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED
11	+	BambuGene4409	BambuTx12490	68756653	68759662	2	3009	1169	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4411	BambuTx28258	68840373	68840761	2	388	187	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4413	BambuTx19791	68875124	68884464	2	9340	470	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5108	BambuTx19792	68875209	68879613	2	4404	2571	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4415	BambuTx28259	68945415	68949389	2	3974	2433	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4417	BambuTx1871	69018527	69023477	2	4950	453	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5110	BambuTx1872	69090031	69091258	2	1227	1188	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000255980	BambuTx28260	69425632	69427770	2	2138	665	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4419	BambuTx1873	69701231	69714277	2	13046	486	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4421	BambuTx19793	70004103	70007093	2	2990	994	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5112	BambuTx12491	70208436	70212385	3	3949	344	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	+	BambuGene4423	BambuTx28261	70212836	70213771	2	935	584	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5115	BambuTx1874	70254376	70271718	2	17342	1770	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	-	ENSG00000289074	BambuTx1875	70269193	70270489	2	1296	837	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000289074	BambuTx19794	70269197	70270479	2	1282	1103	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000246889	BambuTx1876	70365958	70398469	3	32511	1472	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000246889	BambuTx1877	70366050	70398474	2	32424	1044	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	-	ENSG00000246889	BambuTx1878	70377121	70398474	2	21353	915	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000246889	BambuTx12492	70383061	70398197	2	15136	2997	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4425	BambuTx19795	70386169	70389993	2	3824	1353	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	+	BambuGene4427	BambuTx28262	70487850	70489069	2	1219	264	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	+	BambuGene4429	BambuTx12493	70544935	70546450	2	1515	471	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED
11	-	BambuGene5117	BambuTx1879	70602754	70632671	2	29917	3192	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000226627	BambuTx1880	70626359	70627761	2	1402	1225	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000236262	BambuTx12494	70631674	70648339	2	16665	1254	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000226627	BambuTx28263	70631674	70641751	2	10077	516	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000226627	BambuTx19796	70631890	70634393	2	2503	1791	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5119	BambuTx1881	70822358	70824004	2	1646	840	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5121	BambuTx1882	70888216	70893039	2	4823	2560	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4431	BambuTx1883	71153104	71153608	2	504	348	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4433	BambuTx1884	71358542	71361523	2	2981	545	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	+	BambuGene4435	BambuTx28264	71434411	71435207	2	796	666	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000204572	BambuTx12495	71521119	71566735	3	45616	585	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	-	ENSG00000204571	BambuTx1885	71581855	71607531	2	25676	490	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000248671	BambuTx28265	71673819	71813464	5	139645	1381	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000248671	BambuTx28266	71673821	71813546	6	139725	1530	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4437	BambuTx1886	71754870	71761750	3	6880	4906	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000158483	BambuTx12496	71787475	71799968	6	12493	974	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	+	ENSG00000158483	BambuTx12497	71787481	71801237	3	13756	1889	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000289716	BambuTx28267	71806145	71928656	13	122511	3251	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000254469	BambuTx12498	71865504	71878925	2	13421	903	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000254469	BambuTx1887	71865509	71928459	6	62950	1079	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000254469	BambuTx28268	71882104	71928656	5	46552	3282	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000254469	BambuTx12499	71915532	71928651	4	13119	1004	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	+	ENSG00000137522	BambuTx19797	71929035	71997597	10	68562	2421	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	-	BambuGene5123	BambuTx28269	72001514	72002201	2	687	459	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000284922	BambuTx19798	72080634	72109596	5	28962	1791	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000184154	BambuTx1888	72080769	72095839	6	15070	833	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000285864	BambuTx28270	72287096	72291815	2	4719	1126	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000285864	BambuTx28271	72290208	72292065	2	1857	896	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000285864	BambuTx1889	72290348	72292121	2	1773	1066	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4440	BambuTx12500	72340256	72347010	2	6754	964	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5125	BambuTx1890	72436207	72439037	2	2830	1546	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	-	BambuGene5127	BambuTx19799	72459825	72475757	2	15932	2964	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5129	BambuTx1891	72522228	72525629	3	3401	722	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4442	BambuTx12501	72607897	72619745	2	11848	3172	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000285693	BambuTx1892	72793624	72814064	2	20440	578	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4444	BambuTx1894	72793767	72810572	4	16805	590	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	+	BambuGene4444	BambuTx1893	72793778	72810572	3	16794	495	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	+	BambuGene4444	BambuTx1895	72793818	72810566	4	16748	671	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED
11	+	BambuGene4444	BambuTx1896	72793832	72810564	2	16732	332	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED
11	-	BambuGene5132	BambuTx28272	72820096	72822078	2	1982	1427	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4448	BambuTx19800	73078712	73082373	2	3661	117	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000256568	BambuTx28273	73141979	73181707	2	39728	620	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000256568	BambuTx19801	73181279	73184828	2	3549	1013	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4450	BambuTx19802	73185426	73186930	2	1504	983	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4452	BambuTx12502	73200435	73205403	3	4968	508	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000171631	BambuTx12503	73296821	73297805	2	984	398	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000171631	BambuTx12504	73302894	73304621	2	1727	807	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	+	BambuGene4455	BambuTx1897	73323365	73324008	2	643	548	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5134	BambuTx19803	73456797	73459185	2	2388	970	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5135	BambuTx19804	73458548	73459538	2	990	168	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5138	BambuTx19805	73647660	73662819	2	15159	506	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED
11	-	BambuGene5138	BambuTx1898	73661861	73662812	2	951	434	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4457	BambuTx28274	73675638	73677510	2	1872	1756	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5141	BambuTx12505	73693568	73696214	2	2646	901	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	+	BambuGene4459	BambuTx19806	73734555	73736826	2	2271	1516	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5143	BambuTx28275	73755918	73756659	2	741	609	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4461	BambuTx19807	73761141	73763100	2	1959	1462	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4461	BambuTx19808	73761407	73762744	2	1337	1048	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5145	BambuTx19809	73768991	73772060	2	3069	683	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4464	BambuTx28276	73779638	73780533	2	895	582	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	-	BambuGene5147	BambuTx1899	73780597	73788047	2	7450	537	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED
11	-	ENSG00000256681	BambuTx1900	73807386	73851073	2	43687	185	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5149	BambuTx12506	73826777	73827663	2	886	391	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5151	BambuTx12507	73844330	73846862	2	2532	2395	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000187726	BambuTx28277	73964631	73970272	6	5641	965	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED
11	-	BambuGene5153	BambuTx19810	74009495	74026533	2	17038	317	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5155	BambuTx19811	74253670	74254699	2	1029	381	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000149380	BambuTx19812	74282861	74288834	2	5973	4371	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000255440	BambuTx28278	74397585	74416375	4	18790	928	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000175538	BambuTx19813	74455063	74462145	3	7082	2531	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000175538	BambuTx12508	74455067	74456625	2	1558	995	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000175538	BambuTx19814	74455067	74456457	2	1390	868	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000175538	BambuTx28279	74455084	74462132	3	7048	2103	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000254631	BambuTx28280	74457895	74485742	3	27847	273	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000175536	BambuTx19815	74490508	74493301	2	2793	2008	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000254837	BambuTx12509	74493778	74498603	2	4825	1982	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED
11	-	BambuGene5157	BambuTx1901	74580320	74581670	2	1350	1033	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000077514	BambuTx1902	74592576	74669341	12	76765	1834	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
11	-	BambuGene5159	BambuTx19816	74813407	74815849	2	2442	1014	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4466	BambuTx28281	74820628	74823258	2	2630	2309	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5161	BambuTx12510	74824920	74826560	2	1640	1480	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4468	BambuTx19817	74980738	74984053	2	3315	2063	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5163	BambuTx19818	75137951	75142134	2	4183	2348	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	BambuGene4470	BambuTx1903	75181937	75187997	2	6060	1854	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000255136	BambuTx28282	75206038	75208121	3	2083	492	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	ENSG00000255136	BambuTx28283	75210846	75215533	3	4687	1145	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5165	BambuTx1904	75220968	75223834	2	2866	2693	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5167	BambuTx1905	75237919	75241724	3	3805	388	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5167	BambuTx28284	75237919	75240707	3	2788	596	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	-	BambuGene5171	BambuTx12511	75404018	75404841	2	823	360	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
11	+	ENSG00000255326	BambuTx28285	75583027	75594698	2	11671	714	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED
11	+	ENSG00000255326	BambuTx28286	75583208	75645579	2	62371	759	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
