seqname	strand	gene_id	transcript_id	start	end	exons	length_DNA_level	length_transcript_level	1_bp_thresh	5_bp_thresh	10_bp_thresh	20_bp_thresh	35_bp_thresh	50_bp_thresh	100_bp_thresh	200_bp_thresh
1	-	ENSG00000271741	BambuTx10855	34981530	35031972	17	50442	3132	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene349	BambuTx27273	34985380	35023957	5	38577	555	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000271741	BambuTx27274	35001655	35031727	15	30072	2517	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene354	BambuTx251	35479015	35507016	2	28001	604	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	BambuGene1674	BambuTx27275	35525062	35546194	3	21132	2210	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1677	BambuTx27276	35589900	35593574	2	3674	2109	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1679	BambuTx27277	35625415	35626547	2	1132	232	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1679	BambuTx252	35625417	35626200	2	783	172	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1679	BambuTx27278	35625417	35626294	2	877	273	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	.	unstranded.Gene1	BambuTx27279	35662144	35678682	3	16538	2190	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene356	BambuTx10856	35693192	35695441	2	2249	885	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene358	BambuTx27280	35713875	35715283	2	1408	420	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000232335	BambuTx27281	35715682	35743576	3	27894	708	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000092853	BambuTx27282	35732115	35748497	14	16382	2760	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000092853	BambuTx18589	35734968	35748485	12	13517	3062	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000271164	BambuTx10857	35872190	35874398	2	2208	1811	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene360	BambuTx10858	35877044	35882092	2	5048	1418	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene360	BambuTx27283	35880632	35882098	2	1466	1215	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000092850	BambuTx18590	36084390	36088277	10	3887	1567	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000092850	BambuTx27284	36084770	36088275	8	3505	2073	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED
1	+	BambuGene363	BambuTx10859	36099803	36100444	2	641	487	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1682	BambuTx253	36109207	36111486	2	2279	1942	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene365	BambuTx254	36386188	36388053	2	1865	1193	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene367	BambuTx255	36401219	36444807	4	43588	689	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000116885	BambuTx256	36417906	36418579	2	673	558	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000116898	BambuTx257	36455772	36464367	7	8595	799	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	BambuGene1684	BambuTx27285	36539999	36572521	3	32522	746	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene371	BambuTx27286	36627313	36645757	3	18444	652	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1687	BambuTx18591	36676247	36703826	4	27579	1733	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	BambuGene1687	BambuTx18592	36676311	36703826	3	27515	1581	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED
1	+	BambuGene374	BambuTx18593	36739633	36748930	3	9297	604	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1691	BambuTx10860	37010322	37019991	2	9669	3257	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000284650	BambuTx258	37134839	37136158	2	1319	1057	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000223944	BambuTx18594	37154727	37318755	3	164028	2203	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000233621	BambuTx18595	37350564	37474382	5	123818	1803	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1693	BambuTx27287	37484663	37488939	2	4276	798	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000163879	BambuTx259	37556995	37566857	5	9862	2398	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene377	BambuTx27288	37762828	37764873	2	2045	939	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene379	BambuTx18596	37765652	37766331	2	679	459	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000196449	BambuTx18597	37802945	37807725	5	4780	1564	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene381	BambuTx10861	37804006	37806640	2	2634	1248	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene383	BambuTx18598	37870521	37872085	2	1564	1262	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene385	BambuTx10862	37927326	37929590	2	2264	2128	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene387	BambuTx18599	37969606	37976954	2	7348	203	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene389	BambuTx27289	37990173	37994931	2	4758	450	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene390	BambuTx260	37993649	37994548	2	899	753	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000183386	BambuTx10863	37996764	38005706	6	8942	1532	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000183520	BambuTx261	38012727	38023808	7	11081	880	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000224592	BambuTx18600	38047404	38119530	5	72126	1486	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000224592	BambuTx18601	38047406	38119524	4	72118	1007	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene393	BambuTx18602	38087853	38090482	2	2629	2439	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000284623	BambuTx18603	38129458	38134607	3	5149	905	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED
1	-	BambuGene1695	BambuTx262	38299453	38311381	2	11928	1112	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1695	BambuTx263	38300198	38427618	3	127420	517	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1695	BambuTx264	38300198	38433050	3	132852	565	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1695	BambuTx265	38300198	38433068	3	132870	564	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1695	BambuTx266	38300198	38433056	4	132858	698	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	BambuGene1695	BambuTx10864	38300198	38441370	3	141172	533	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1695	BambuTx18604	38300198	38441370	2	141172	406	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1695	BambuTx27290	38300198	38328879	3	28681	501	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1695	BambuTx10865	38300202	38442940	4	142738	766	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene395	BambuTx18605	38331490	38339816	3	8326	1276	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene395	BambuTx10866	38332966	38339203	2	6237	536	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene398	BambuTx267	38428522	38430781	2	2259	1755	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1702	BambuTx268	38726919	38728496	2	1577	158	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000228436	BambuTx270	38859920	38919526	2	59606	671	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000228436	BambuTx271	38859923	38926507	2	66584	606	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000228436	BambuTx269	38859924	38919526	4	59602	869	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000228436	BambuTx272	38859926	38926507	2	66581	846	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000214114	BambuTx10867	38872398	38873368	3	970	499	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000131233	BambuTx273	38875645	38888024	2	12379	609	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000131233	BambuTx274	38875645	38896013	6	20368	850	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000158315	BambuTx275	38875645	38929530	10	53885	1671	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000131233	BambuTx10868	38875645	38880015	3	4370	2222	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000131233	BambuTx27291	38875645	38919117	6	43472	1067	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000158315	BambuTx276	38885806	38929517	8	43711	1850	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000158315	BambuTx18606	38885807	38929551	7	43744	1771	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1704	BambuTx27292	38935831	38938436	2	2605	896	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1706	BambuTx27293	38954014	38956270	2	2256	1409	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1708	BambuTx18607	39005620	39006056	2	436	231	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1710	BambuTx10869	39100357	39102674	2	2317	1963	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000287422	BambuTx10870	39199636	39238651	2	39015	273	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000243970	BambuTx277	39522280	39541817	3	19537	494	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene400	BambuTx18608	39540669	39545513	3	4844	622	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene403	BambuTx278	39672177	39683493	4	11316	1084	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene403	BambuTx279	39672207	39673241	2	1034	763	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene403	BambuTx280	39672207	39683493	5	11286	1266	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene403	BambuTx281	39672207	39683493	5	11286	1214	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1712	BambuTx18609	39698195	39701654	3	3459	900	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000261798	BambuTx27294	39788609	39789901	2	1292	548	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000284719	BambuTx18610	39788949	39805452	3	16503	774	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000284719	BambuTx18611	39799430	39805452	4	6022	951	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000284719	BambuTx18612	39799441	39809456	5	10015	1994	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1715	BambuTx10871	39826958	39830211	2	3253	2279	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1717	BambuTx27295	39844741	39846226	2	1485	1057	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1719	BambuTx10872	40292960	40294176	2	1216	250	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene410	BambuTx282	40315144	40316071	2	927	349	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED
1	+	BambuGene410	BambuTx283	40315334	40316068	2	734	463	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000238287	BambuTx27296	40405881	40508689	3	102808	1279	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1721	BambuTx284	40416935	40422302	2	5367	487	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED
1	-	BambuGene1722	BambuTx285	40421328	40423322	2	1994	1061	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	.	unstranded.Gene4	BambuTx18613	40425892	40436172	3	10280	1174	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000238287	BambuTx286	40438413	40508695	3	70282	356	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000187815	BambuTx287	40481779	40491160	4	9381	676	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000238287	BambuTx288	40486789	40508683	2	21894	662	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000238287	BambuTx289	40493488	40508691	3	15203	419	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000238287	BambuTx18614	40496400	40508683	2	12283	369	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000117010	BambuTx10873	40531575	40548167	4	16592	1950	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000117010	BambuTx18615	40531582	40593262	5	61680	1023	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000117010	BambuTx290	40531629	40548167	3	16538	1858	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1725	BambuTx291	40537384	40589501	2	52117	215	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000286838	BambuTx27297	40559790	40584304	2	24514	248	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1726	BambuTx27298	40571219	40576184	2	4965	2402	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000287743	BambuTx18616	40659778	40667676	2	7898	877	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000287743	BambuTx27299	40659782	40667680	2	7898	1769	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000272145	BambuTx18617	40687096	40691510	2	4414	598	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000272145	BambuTx27300	40687096	40692086	2	4990	636	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1729	BambuTx18618	40814047	40814743	2	696	268	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000286668	BambuTx292	40922956	40945748	3	22792	1090	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000281207	BambuTx18619	41003071	41056382	3	53311	893	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1731	BambuTx293	41011446	41011926	2	480	352	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene413	BambuTx294	41433201	41464911	3	31710	378	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1733	BambuTx18620	41525537	41526690	2	1153	964	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1735	BambuTx10874	41844783	41852179	2	7396	3331	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene416	BambuTx295	41980987	41997514	4	16527	1553	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	BambuGene416	BambuTx27301	41981061	41982500	4	1439	542	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000287587	BambuTx18621	42036162	42037572	2	1410	819	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1737	BambuTx10875	42203483	42204085	2	602	466	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene421	BambuTx10876	42269964	42271899	2	1935	1113	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	BambuGene423	BambuTx10877	42336678	42338228	2	1550	1221	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000066185	BambuTx296	42430329	42456075	7	25746	1434	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000066185	BambuTx297	42430329	42456053	6	25724	1241	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000127125	BambuTx298	42456557	42460415	3	3858	1648	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000285728	BambuTx27302	42556488	42682157	4	125669	5529	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000285728	BambuTx18622	42587926	42675776	2	87850	4672	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000171960	BambuTx300	42658353	42681659	10	23306	1246	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED
1	+	ENSG00000234917	BambuTx299	42658423	42681654	11	23231	1173	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000234917	BambuTx10878	42658423	42681654	10	23231	1150	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000234917	BambuTx18623	42658423	42681654	10	23231	1180	NOVEL	NOVEL	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000234917	BambuTx27303	42658670	42681654	9	22984	1173	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000285728	BambuTx27304	42659443	42683257	3	23814	296	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000234917	BambuTx27305	42664869	42681659	6	16790	910	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000234917	BambuTx301	42667349	42681654	3	14305	694	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000274386	BambuTx18624	42767286	42800827	5	33541	3562	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	ENSG00000228192	BambuTx18625	42841898	42846413	4	4515	494	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000227533	BambuTx302	42959014	42983355	3	24341	938	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000227533	BambuTx18626	42959030	43029899	4	70869	2163	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000227533	BambuTx303	42959031	43001075	3	42044	1323	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000283973	BambuTx27306	42960447	42961429	3	982	465	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000227533	BambuTx304	43027455	43029049	2	1594	580	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	BambuGene1739	BambuTx305	43067262	43068260	2	998	511	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000243710	BambuTx27307	43172336	43215789	13	43453	2617	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000243710	BambuTx18627	43172364	43254359	22	81995	3837	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000243710	BambuTx10879	43233652	43254358	5	20706	974	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000179178	BambuTx306	43272257	43274002	2	1745	450	NOVEL	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	-	BambuGene1741	BambuTx10880	43272576	43273996	2	1420	981	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	+	ENSG00000066056	BambuTx10881	43318442	43323108	6	4666	1013	NOVEL	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED	ANNOTATED
1	+	ENSG00000117400	BambuTx10882	43348800	43354461	4	5661	1373	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
1	-	ENSG00000234694	BambuTx307	43357595	43358840	3	1245	410	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL	NOVEL
