TXNAME	GENEID	tissue_site_detail	total_full_counts
BambuTx1408	BambuGene213674	Lung	0
BambuTx1408	BambuGene213674	Muscle - Skeletal	0
BambuTx1409	BambuGene213682	Brain - Cerebellar Hemisphere	0
BambuTx1409	BambuGene213682	Brain - Frontal Cortex (BA9)	13
BambuTx1409	BambuGene213682	Brain - Putamen (basal ganglia)	0
BambuTx1409	BambuGene213682	Cells - Cultured fibroblasts	0
BambuTx1409	BambuGene213682	Heart - Atrial Appendage	0
BambuTx1409	BambuGene213682	Heart - Left Ventricle	0
BambuTx1409	BambuGene213682	Liver	0
BambuTx1409	BambuGene213682	Lung	0
BambuTx1409	BambuGene213682	Muscle - Skeletal	0
BambuTx141	BambuGene23959	Brain - Cerebellar Hemisphere	0
BambuTx141	BambuGene23959	Brain - Frontal Cortex (BA9)	3
BambuTx141	BambuGene23959	Brain - Putamen (basal ganglia)	0
BambuTx141	BambuGene23959	Cells - Cultured fibroblasts	1
BambuTx141	BambuGene23959	Heart - Atrial Appendage	1
BambuTx141	BambuGene23959	Heart - Left Ventricle	3
BambuTx141	BambuGene23959	Liver	0
BambuTx141	BambuGene23959	Lung	0
BambuTx141	BambuGene23959	Muscle - Skeletal	0
BambuTx1410	BambuGene213729	Brain - Cerebellar Hemisphere	0
BambuTx1410	BambuGene213729	Brain - Frontal Cortex (BA9)	0
BambuTx1410	BambuGene213729	Brain - Putamen (basal ganglia)	0
BambuTx1410	BambuGene213729	Cells - Cultured fibroblasts	0
BambuTx1410	BambuGene213729	Heart - Atrial Appendage	0
BambuTx1410	BambuGene213729	Heart - Left Ventricle	0
BambuTx1410	BambuGene213729	Liver	0
BambuTx1410	BambuGene213729	Lung	0
BambuTx1410	BambuGene213729	Muscle - Skeletal	0
BambuTx1411	BambuGene213757	Brain - Cerebellar Hemisphere	0
BambuTx1411	BambuGene213757	Brain - Frontal Cortex (BA9)	1
BambuTx1411	BambuGene213757	Brain - Putamen (basal ganglia)	0
BambuTx1411	BambuGene213757	Cells - Cultured fibroblasts	0
BambuTx1411	BambuGene213757	Heart - Atrial Appendage	0
BambuTx1411	BambuGene213757	Heart - Left Ventricle	0
BambuTx1411	BambuGene213757	Liver	0
BambuTx1411	BambuGene213757	Lung	0
BambuTx1411	BambuGene213757	Muscle - Skeletal	0
BambuTx1412	BambuGene213757	Brain - Cerebellar Hemisphere	6
BambuTx1412	BambuGene213757	Brain - Frontal Cortex (BA9)	16
BambuTx1412	BambuGene213757	Brain - Putamen (basal ganglia)	6
BambuTx1412	BambuGene213757	Cells - Cultured fibroblasts	17
BambuTx1412	BambuGene213757	Heart - Atrial Appendage	139
BambuTx1412	BambuGene213757	Heart - Left Ventricle	130
BambuTx1412	BambuGene213757	Liver	9
BambuTx1412	BambuGene213757	Lung	6
BambuTx1412	BambuGene213757	Muscle - Skeletal	23
BambuTx1413	BambuGene206846	Brain - Cerebellar Hemisphere	1
BambuTx1413	BambuGene206846	Brain - Frontal Cortex (BA9)	0
BambuTx1413	BambuGene206846	Brain - Putamen (basal ganglia)	0
BambuTx1413	BambuGene206846	Cells - Cultured fibroblasts	0
BambuTx1413	BambuGene206846	Heart - Atrial Appendage	0
BambuTx1413	BambuGene206846	Heart - Left Ventricle	0
BambuTx1413	BambuGene206846	Liver	0
BambuTx1413	BambuGene206846	Lung	1
BambuTx1413	BambuGene206846	Muscle - Skeletal	0
BambuTx1414	BambuGene207170	Brain - Cerebellar Hemisphere	44
BambuTx1414	BambuGene207170	Brain - Frontal Cortex (BA9)	68
BambuTx1414	BambuGene207170	Brain - Putamen (basal ganglia)	8
BambuTx1414	BambuGene207170	Cells - Cultured fibroblasts	2
BambuTx1414	BambuGene207170	Heart - Atrial Appendage	0
BambuTx1414	BambuGene207170	Heart - Left Ventricle	0
BambuTx1414	BambuGene207170	Liver	0
BambuTx1414	BambuGene207170	Lung	0
BambuTx1414	BambuGene207170	Muscle - Skeletal	0
BambuTx1415	ENSG00000286193	Brain - Cerebellar Hemisphere	11
BambuTx1415	ENSG00000286193	Brain - Frontal Cortex (BA9)	0
BambuTx1415	ENSG00000286193	Brain - Putamen (basal ganglia)	2
BambuTx1415	ENSG00000286193	Cells - Cultured fibroblasts	1
BambuTx1415	ENSG00000286193	Heart - Atrial Appendage	3
BambuTx1415	ENSG00000286193	Heart - Left Ventricle	0
BambuTx1415	ENSG00000286193	Liver	0
BambuTx1415	ENSG00000286193	Lung	1
BambuTx1415	ENSG00000286193	Muscle - Skeletal	1
BambuTx1416	ENSG00000249740	Brain - Cerebellar Hemisphere	6
BambuTx1416	ENSG00000249740	Brain - Frontal Cortex (BA9)	6
BambuTx1416	ENSG00000249740	Brain - Putamen (basal ganglia)	8
BambuTx1416	ENSG00000249740	Cells - Cultured fibroblasts	38
BambuTx1416	ENSG00000249740	Heart - Atrial Appendage	19
BambuTx1416	ENSG00000249740	Heart - Left Ventricle	0
BambuTx1416	ENSG00000249740	Liver	0
BambuTx1416	ENSG00000249740	Lung	11
BambuTx1416	ENSG00000249740	Muscle - Skeletal	4
BambuTx1417	BambuGene214828	Brain - Cerebellar Hemisphere	0
BambuTx1417	BambuGene214828	Brain - Frontal Cortex (BA9)	0
BambuTx1417	BambuGene214828	Brain - Putamen (basal ganglia)	0
BambuTx1417	BambuGene214828	Cells - Cultured fibroblasts	0
BambuTx1417	BambuGene214828	Heart - Atrial Appendage	0
BambuTx1417	BambuGene214828	Heart - Left Ventricle	0
BambuTx1417	BambuGene214828	Liver	0
BambuTx1417	BambuGene214828	Lung	0
BambuTx1417	BambuGene214828	Muscle - Skeletal	0
BambuTx1418	BambuGene214878	Brain - Cerebellar Hemisphere	6
BambuTx1418	BambuGene214878	Brain - Frontal Cortex (BA9)	14
BambuTx1418	BambuGene214878	Brain - Putamen (basal ganglia)	3
BambuTx1418	BambuGene214878	Cells - Cultured fibroblasts	0
BambuTx1418	BambuGene214878	Heart - Atrial Appendage	0
BambuTx1418	BambuGene214878	Heart - Left Ventricle	0
BambuTx1418	BambuGene214878	Liver	0
BambuTx1418	BambuGene214878	Lung	0
BambuTx1418	BambuGene214878	Muscle - Skeletal	0
BambuTx1419	BambuGene207850	Brain - Cerebellar Hemisphere	0
BambuTx1419	BambuGene207850	Brain - Frontal Cortex (BA9)	0
BambuTx1419	BambuGene207850	Brain - Putamen (basal ganglia)	0
BambuTx1419	BambuGene207850	Cells - Cultured fibroblasts	0
BambuTx1419	BambuGene207850	Heart - Atrial Appendage	0
BambuTx1419	BambuGene207850	Heart - Left Ventricle	0
BambuTx1419	BambuGene207850	Liver	0
BambuTx1419	BambuGene207850	Lung	0
BambuTx1419	BambuGene207850	Muscle - Skeletal	0
BambuTx142	BambuGene10792	Brain - Cerebellar Hemisphere	0
BambuTx142	BambuGene10792	Brain - Frontal Cortex (BA9)	0
BambuTx142	BambuGene10792	Brain - Putamen (basal ganglia)	0
BambuTx142	BambuGene10792	Cells - Cultured fibroblasts	0
BambuTx142	BambuGene10792	Heart - Atrial Appendage	0
BambuTx142	BambuGene10792	Heart - Left Ventricle	0
BambuTx142	BambuGene10792	Liver	0
BambuTx142	BambuGene10792	Lung	0
BambuTx142	BambuGene10792	Muscle - Skeletal	0
BambuTx1420	BambuGene208070	Brain - Cerebellar Hemisphere	0
BambuTx1420	BambuGene208070	Brain - Frontal Cortex (BA9)	0
BambuTx1420	BambuGene208070	Brain - Putamen (basal ganglia)	0
BambuTx1420	BambuGene208070	Cells - Cultured fibroblasts	0
BambuTx1420	BambuGene208070	Heart - Atrial Appendage	0
BambuTx1420	BambuGene208070	Heart - Left Ventricle	0
BambuTx1420	BambuGene208070	Liver	0
BambuTx1420	BambuGene208070	Lung	0
BambuTx1420	BambuGene208070	Muscle - Skeletal	0
BambuTx1421	ENSG00000067113	Brain - Cerebellar Hemisphere	106
BambuTx1421	ENSG00000067113	Brain - Frontal Cortex (BA9)	79
BambuTx1421	ENSG00000067113	Brain - Putamen (basal ganglia)	28
BambuTx1421	ENSG00000067113	Cells - Cultured fibroblasts	79
BambuTx1421	ENSG00000067113	Heart - Atrial Appendage	73
BambuTx1421	ENSG00000067113	Heart - Left Ventricle	62
BambuTx1421	ENSG00000067113	Liver	70
BambuTx1421	ENSG00000067113	Lung	70
BambuTx1421	ENSG00000067113	Muscle - Skeletal	58
BambuTx1422	BambuGene215371	Brain - Cerebellar Hemisphere	0
BambuTx1422	BambuGene215371	Brain - Frontal Cortex (BA9)	0
BambuTx1422	BambuGene215371	Brain - Putamen (basal ganglia)	0
BambuTx1422	BambuGene215371	Cells - Cultured fibroblasts	0
BambuTx1422	BambuGene215371	Heart - Atrial Appendage	0
BambuTx1422	BambuGene215371	Heart - Left Ventricle	0
BambuTx1422	BambuGene215371	Liver	0
BambuTx1422	BambuGene215371	Lung	0
BambuTx1422	BambuGene215371	Muscle - Skeletal	0
BambuTx1423	BambuGene208278	Brain - Cerebellar Hemisphere	0
BambuTx1423	BambuGene208278	Brain - Frontal Cortex (BA9)	0
BambuTx1423	BambuGene208278	Brain - Putamen (basal ganglia)	0
BambuTx1423	BambuGene208278	Cells - Cultured fibroblasts	0
BambuTx1423	BambuGene208278	Heart - Atrial Appendage	0
BambuTx1423	BambuGene208278	Heart - Left Ventricle	0
BambuTx1423	BambuGene208278	Liver	0
BambuTx1423	BambuGene208278	Lung	0
BambuTx1423	BambuGene208278	Muscle - Skeletal	0
BambuTx1424	BambuGene215451	Brain - Cerebellar Hemisphere	2
BambuTx1424	BambuGene215451	Brain - Frontal Cortex (BA9)	0
BambuTx1424	BambuGene215451	Brain - Putamen (basal ganglia)	0
BambuTx1424	BambuGene215451	Cells - Cultured fibroblasts	1
BambuTx1424	BambuGene215451	Heart - Atrial Appendage	0
BambuTx1424	BambuGene215451	Heart - Left Ventricle	0
BambuTx1424	BambuGene215451	Liver	0
BambuTx1424	BambuGene215451	Lung	0
BambuTx1424	BambuGene215451	Muscle - Skeletal	0
BambuTx1425	ENSG00000172062	Brain - Cerebellar Hemisphere	40
BambuTx1425	ENSG00000172062	Brain - Frontal Cortex (BA9)	17
BambuTx1425	ENSG00000172062	Brain - Putamen (basal ganglia)	9
BambuTx1425	ENSG00000172062	Cells - Cultured fibroblasts	49
BambuTx1425	ENSG00000172062	Heart - Atrial Appendage	8
BambuTx1425	ENSG00000172062	Heart - Left Ventricle	0
BambuTx1425	ENSG00000172062	Liver	6
BambuTx1425	ENSG00000172062	Lung	12
BambuTx1425	ENSG00000172062	Muscle - Skeletal	11
BambuTx1426	BambuGene215925	Brain - Cerebellar Hemisphere	149
BambuTx1426	BambuGene215925	Brain - Frontal Cortex (BA9)	11
BambuTx1426	BambuGene215925	Brain - Putamen (basal ganglia)	1
BambuTx1426	BambuGene215925	Cells - Cultured fibroblasts	51
BambuTx1426	BambuGene215925	Heart - Atrial Appendage	13
BambuTx1426	BambuGene215925	Heart - Left Ventricle	4
BambuTx1426	BambuGene215925	Liver	2
BambuTx1426	BambuGene215925	Lung	39
BambuTx1426	BambuGene215925	Muscle - Skeletal	14
BambuTx1427	ENSG00000132837	Brain - Cerebellar Hemisphere	0
BambuTx1427	ENSG00000132837	Brain - Frontal Cortex (BA9)	0
BambuTx1427	ENSG00000132837	Brain - Putamen (basal ganglia)	0
BambuTx1427	ENSG00000132837	Cells - Cultured fibroblasts	18
BambuTx1427	ENSG00000132837	Heart - Atrial Appendage	3
BambuTx1427	ENSG00000132837	Heart - Left Ventricle	1
BambuTx1427	ENSG00000132837	Liver	25
BambuTx1427	ENSG00000132837	Lung	3
BambuTx1427	ENSG00000132837	Muscle - Skeletal	3
BambuTx1428	ENSG00000251050	Brain - Cerebellar Hemisphere	42
BambuTx1428	ENSG00000251050	Brain - Frontal Cortex (BA9)	31
BambuTx1428	ENSG00000251050	Brain - Putamen (basal ganglia)	12
BambuTx1428	ENSG00000251050	Cells - Cultured fibroblasts	76
BambuTx1428	ENSG00000251050	Heart - Atrial Appendage	6
BambuTx1428	ENSG00000251050	Heart - Left Ventricle	1
BambuTx1428	ENSG00000251050	Liver	3
BambuTx1428	ENSG00000251050	Lung	8
BambuTx1428	ENSG00000251050	Muscle - Skeletal	19
BambuTx1429	ENSG00000249042	Brain - Cerebellar Hemisphere	7.602928554166366
BambuTx1429	ENSG00000249042	Brain - Frontal Cortex (BA9)	0.77793313481812
BambuTx1429	ENSG00000249042	Brain - Putamen (basal ganglia)	1
BambuTx1429	ENSG00000249042	Cells - Cultured fibroblasts	4.815958068777026
BambuTx1429	ENSG00000249042	Heart - Atrial Appendage	3
BambuTx1429	ENSG00000249042	Heart - Left Ventricle	0
BambuTx1429	ENSG00000249042	Liver	0
BambuTx1429	ENSG00000249042	Lung	2
BambuTx1429	ENSG00000249042	Muscle - Skeletal	1
BambuTx143	ENSG00000203706	Brain - Cerebellar Hemisphere	29
BambuTx143	ENSG00000203706	Brain - Frontal Cortex (BA9)	13
BambuTx143	ENSG00000203706	Brain - Putamen (basal ganglia)	12
BambuTx143	ENSG00000203706	Cells - Cultured fibroblasts	6
BambuTx143	ENSG00000203706	Heart - Atrial Appendage	18
BambuTx143	ENSG00000203706	Heart - Left Ventricle	4
BambuTx143	ENSG00000203706	Liver	1
BambuTx143	ENSG00000203706	Lung	29
BambuTx143	ENSG00000203706	Muscle - Skeletal	2
BambuTx1430	ENSG00000152380	Brain - Cerebellar Hemisphere	2
BambuTx1430	ENSG00000152380	Brain - Frontal Cortex (BA9)	4
BambuTx1430	ENSG00000152380	Brain - Putamen (basal ganglia)	0
BambuTx1430	ENSG00000152380	Cells - Cultured fibroblasts	27
BambuTx1430	ENSG00000152380	Heart - Atrial Appendage	2
BambuTx1430	ENSG00000152380	Heart - Left Ventricle	0
BambuTx1430	ENSG00000152380	Liver	3
BambuTx1430	ENSG00000152380	Lung	3
BambuTx1430	ENSG00000152380	Muscle - Skeletal	0
BambuTx1431	BambuGene216572	Brain - Cerebellar Hemisphere	2
BambuTx1431	BambuGene216572	Brain - Frontal Cortex (BA9)	1
BambuTx1431	BambuGene216572	Brain - Putamen (basal ganglia)	1
BambuTx1431	BambuGene216572	Cells - Cultured fibroblasts	0
BambuTx1431	BambuGene216572	Heart - Atrial Appendage	0
BambuTx1431	BambuGene216572	Heart - Left Ventricle	0
BambuTx1431	BambuGene216572	Liver	0
BambuTx1431	BambuGene216572	Lung	0
BambuTx1431	BambuGene216572	Muscle - Skeletal	0
BambuTx1432	ENSG00000164307	Brain - Cerebellar Hemisphere	3
BambuTx1432	ENSG00000164307	Brain - Frontal Cortex (BA9)	1
BambuTx1432	ENSG00000164307	Brain - Putamen (basal ganglia)	0
BambuTx1432	ENSG00000164307	Cells - Cultured fibroblasts	15
BambuTx1432	ENSG00000164307	Heart - Atrial Appendage	10
BambuTx1432	ENSG00000164307	Heart - Left Ventricle	4
BambuTx1432	ENSG00000164307	Liver	8
BambuTx1432	ENSG00000164307	Lung	12
BambuTx1432	ENSG00000164307	Muscle - Skeletal	8
BambuTx1433	ENSG00000248489	Brain - Cerebellar Hemisphere	96
BambuTx1433	ENSG00000248489	Brain - Frontal Cortex (BA9)	25
BambuTx1433	ENSG00000248489	Brain - Putamen (basal ganglia)	40
BambuTx1433	ENSG00000248489	Cells - Cultured fibroblasts	62
BambuTx1433	ENSG00000248489	Heart - Atrial Appendage	23
BambuTx1433	ENSG00000248489	Heart - Left Ventricle	9
BambuTx1433	ENSG00000248489	Liver	12
BambuTx1433	ENSG00000248489	Lung	30
BambuTx1433	ENSG00000248489	Muscle - Skeletal	49
BambuTx1434	BambuGene216989	Brain - Cerebellar Hemisphere	0
BambuTx1434	BambuGene216989	Brain - Frontal Cortex (BA9)	0
BambuTx1434	BambuGene216989	Brain - Putamen (basal ganglia)	0
BambuTx1434	BambuGene216989	Cells - Cultured fibroblasts	0
BambuTx1434	BambuGene216989	Heart - Atrial Appendage	0
BambuTx1434	BambuGene216989	Heart - Left Ventricle	0
BambuTx1434	BambuGene216989	Liver	0
BambuTx1434	BambuGene216989	Lung	0
BambuTx1434	BambuGene216989	Muscle - Skeletal	0
BambuTx1435	BambuGene209978	Brain - Cerebellar Hemisphere	0
BambuTx1435	BambuGene209978	Brain - Frontal Cortex (BA9)	4
BambuTx1435	BambuGene209978	Brain - Putamen (basal ganglia)	0
BambuTx1435	BambuGene209978	Cells - Cultured fibroblasts	0
BambuTx1435	BambuGene209978	Heart - Atrial Appendage	0
BambuTx1435	BambuGene209978	Heart - Left Ventricle	0
BambuTx1435	BambuGene209978	Liver	0
BambuTx1435	BambuGene209978	Lung	0
BambuTx1435	BambuGene209978	Muscle - Skeletal	0
BambuTx1436	BambuGene210016	Brain - Cerebellar Hemisphere	8
BambuTx1436	BambuGene210016	Brain - Frontal Cortex (BA9)	18
BambuTx1436	BambuGene210016	Brain - Putamen (basal ganglia)	21
BambuTx1436	BambuGene210016	Cells - Cultured fibroblasts	0
BambuTx1436	BambuGene210016	Heart - Atrial Appendage	0
BambuTx1436	BambuGene210016	Heart - Left Ventricle	0
BambuTx1436	BambuGene210016	Liver	0
BambuTx1436	BambuGene210016	Lung	0
BambuTx1436	BambuGene210016	Muscle - Skeletal	0
BambuTx1437	BambuGene210087	Brain - Cerebellar Hemisphere	2
BambuTx1437	BambuGene210087	Brain - Frontal Cortex (BA9)	0
BambuTx1437	BambuGene210087	Brain - Putamen (basal ganglia)	0
BambuTx1437	BambuGene210087	Cells - Cultured fibroblasts	0
BambuTx1437	BambuGene210087	Heart - Atrial Appendage	0
BambuTx1437	BambuGene210087	Heart - Left Ventricle	0
BambuTx1437	BambuGene210087	Liver	0
BambuTx1437	BambuGene210087	Lung	0
BambuTx1437	BambuGene210087	Muscle - Skeletal	0
BambuTx1438	BambuGene217162	Brain - Cerebellar Hemisphere	0
BambuTx1438	BambuGene217162	Brain - Frontal Cortex (BA9)	0
BambuTx1438	BambuGene217162	Brain - Putamen (basal ganglia)	0
BambuTx1438	BambuGene217162	Cells - Cultured fibroblasts	0
BambuTx1438	BambuGene217162	Heart - Atrial Appendage	0
BambuTx1438	BambuGene217162	Heart - Left Ventricle	0
BambuTx1438	BambuGene217162	Liver	0
BambuTx1438	BambuGene217162	Lung	0
BambuTx1438	BambuGene217162	Muscle - Skeletal	0
BambuTx1439	ENSG00000177879	Brain - Cerebellar Hemisphere	179
BambuTx1439	ENSG00000177879	Brain - Frontal Cortex (BA9)	239
BambuTx1439	ENSG00000177879	Brain - Putamen (basal ganglia)	40
BambuTx1439	ENSG00000177879	Cells - Cultured fibroblasts	1
BambuTx1439	ENSG00000177879	Heart - Atrial Appendage	15
BambuTx1439	ENSG00000177879	Heart - Left Ventricle	8
BambuTx1439	ENSG00000177879	Liver	2
BambuTx1439	ENSG00000177879	Lung	1
BambuTx1439	ENSG00000177879	Muscle - Skeletal	44
BambuTx144	BambuGene24110	Brain - Cerebellar Hemisphere	8
BambuTx144	BambuGene24110	Brain - Frontal Cortex (BA9)	7
BambuTx144	BambuGene24110	Brain - Putamen (basal ganglia)	10
BambuTx144	BambuGene24110	Cells - Cultured fibroblasts	1
BambuTx144	BambuGene24110	Heart - Atrial Appendage	5
BambuTx144	BambuGene24110	Heart - Left Ventricle	2
BambuTx144	BambuGene24110	Liver	0
BambuTx144	BambuGene24110	Lung	3
BambuTx144	BambuGene24110	Muscle - Skeletal	11
BambuTx1440	BambuGene217196	Brain - Cerebellar Hemisphere	0
BambuTx1440	BambuGene217196	Brain - Frontal Cortex (BA9)	0
BambuTx1440	BambuGene217196	Brain - Putamen (basal ganglia)	0
BambuTx1440	BambuGene217196	Cells - Cultured fibroblasts	0
BambuTx1440	BambuGene217196	Heart - Atrial Appendage	0
BambuTx1440	BambuGene217196	Heart - Left Ventricle	0
BambuTx1440	BambuGene217196	Liver	0
BambuTx1440	BambuGene217196	Lung	0
BambuTx1440	BambuGene217196	Muscle - Skeletal	0
BambuTx1441	BambuGene210457	Brain - Cerebellar Hemisphere	3
BambuTx1441	BambuGene210457	Brain - Frontal Cortex (BA9)	7
BambuTx1441	BambuGene210457	Brain - Putamen (basal ganglia)	5
BambuTx1441	BambuGene210457	Cells - Cultured fibroblasts	12
BambuTx1441	BambuGene210457	Heart - Atrial Appendage	4
BambuTx1441	BambuGene210457	Heart - Left Ventricle	2
BambuTx1441	BambuGene210457	Liver	1
BambuTx1441	BambuGene210457	Lung	14
BambuTx1441	BambuGene210457	Muscle - Skeletal	12
BambuTx1442	ENSG00000250603	Brain - Cerebellar Hemisphere	0
BambuTx1442	ENSG00000250603	Brain - Frontal Cortex (BA9)	1
BambuTx1442	ENSG00000250603	Brain - Putamen (basal ganglia)	0
BambuTx1442	ENSG00000250603	Cells - Cultured fibroblasts	0
BambuTx1442	ENSG00000250603	Heart - Atrial Appendage	0
BambuTx1442	ENSG00000250603	Heart - Left Ventricle	0
BambuTx1442	ENSG00000250603	Liver	0
BambuTx1442	ENSG00000250603	Lung	0
BambuTx1442	ENSG00000250603	Muscle - Skeletal	0
BambuTx1443	ENSG00000231585	Brain - Cerebellar Hemisphere	72
BambuTx1443	ENSG00000231585	Brain - Frontal Cortex (BA9)	29
BambuTx1443	ENSG00000231585	Brain - Putamen (basal ganglia)	25
BambuTx1443	ENSG00000231585	Cells - Cultured fibroblasts	0
BambuTx1443	ENSG00000231585	Heart - Atrial Appendage	1
BambuTx1443	ENSG00000231585	Heart - Left Ventricle	0
BambuTx1443	ENSG00000231585	Liver	0
BambuTx1443	ENSG00000231585	Lung	0
BambuTx1443	ENSG00000231585	Muscle - Skeletal	3
BambuTx1444	ENSG00000155329	Brain - Cerebellar Hemisphere	7
BambuTx1444	ENSG00000155329	Brain - Frontal Cortex (BA9)	2
BambuTx1444	ENSG00000155329	Brain - Putamen (basal ganglia)	6
BambuTx1444	ENSG00000155329	Cells - Cultured fibroblasts	18
BambuTx1444	ENSG00000155329	Heart - Atrial Appendage	2
BambuTx1444	ENSG00000155329	Heart - Left Ventricle	2
BambuTx1444	ENSG00000155329	Liver	11
BambuTx1444	ENSG00000155329	Lung	15
BambuTx1444	ENSG00000155329	Muscle - Skeletal	3
BambuTx1445	BambuGene217738	Brain - Cerebellar Hemisphere	0
BambuTx1445	BambuGene217738	Brain - Frontal Cortex (BA9)	0
BambuTx1445	BambuGene217738	Brain - Putamen (basal ganglia)	0
BambuTx1445	BambuGene217738	Cells - Cultured fibroblasts	0
BambuTx1445	BambuGene217738	Heart - Atrial Appendage	0
BambuTx1445	BambuGene217738	Heart - Left Ventricle	0
BambuTx1445	BambuGene217738	Liver	0
BambuTx1445	BambuGene217738	Lung	0
BambuTx1445	BambuGene217738	Muscle - Skeletal	0
BambuTx1446	ENSG00000006837	Brain - Cerebellar Hemisphere	30
BambuTx1446	ENSG00000006837	Brain - Frontal Cortex (BA9)	10
BambuTx1446	ENSG00000006837	Brain - Putamen (basal ganglia)	11
BambuTx1446	ENSG00000006837	Cells - Cultured fibroblasts	25
BambuTx1446	ENSG00000006837	Heart - Atrial Appendage	22
BambuTx1446	ENSG00000006837	Heart - Left Ventricle	14
BambuTx1446	ENSG00000006837	Liver	13
BambuTx1446	ENSG00000006837	Lung	44
BambuTx1446	ENSG00000006837	Muscle - Skeletal	151
BambuTx1447	BambuGene217829	Brain - Cerebellar Hemisphere	5
BambuTx1447	BambuGene217829	Brain - Frontal Cortex (BA9)	1
BambuTx1447	BambuGene217829	Brain - Putamen (basal ganglia)	0
BambuTx1447	BambuGene217829	Cells - Cultured fibroblasts	7
BambuTx1447	BambuGene217829	Heart - Atrial Appendage	2
BambuTx1447	BambuGene217829	Heart - Left Ventricle	0
BambuTx1447	BambuGene217829	Liver	0
BambuTx1447	BambuGene217829	Lung	2
BambuTx1447	BambuGene217829	Muscle - Skeletal	0
BambuTx1448	BambuGene217918	Brain - Cerebellar Hemisphere	6
BambuTx1448	BambuGene217918	Brain - Frontal Cortex (BA9)	8
BambuTx1448	BambuGene217918	Brain - Putamen (basal ganglia)	17
BambuTx1448	BambuGene217918	Cells - Cultured fibroblasts	26
BambuTx1448	BambuGene217918	Heart - Atrial Appendage	24
BambuTx1448	BambuGene217918	Heart - Left Ventricle	5
BambuTx1448	BambuGene217918	Liver	0
BambuTx1448	BambuGene217918	Lung	6
BambuTx1448	BambuGene217918	Muscle - Skeletal	37
BambuTx1449	ENSG00000279799	Brain - Cerebellar Hemisphere	0
BambuTx1449	ENSG00000279799	Brain - Frontal Cortex (BA9)	2
BambuTx1449	ENSG00000279799	Brain - Putamen (basal ganglia)	1
BambuTx1449	ENSG00000279799	Cells - Cultured fibroblasts	3
BambuTx1449	ENSG00000279799	Heart - Atrial Appendage	4
BambuTx1449	ENSG00000279799	Heart - Left Ventricle	0
BambuTx1449	ENSG00000279799	Liver	2
BambuTx1449	ENSG00000279799	Lung	2
BambuTx1449	ENSG00000279799	Muscle - Skeletal	2
BambuTx145	ENSG00000287033	Brain - Cerebellar Hemisphere	3
BambuTx145	ENSG00000287033	Brain - Frontal Cortex (BA9)	1
BambuTx145	ENSG00000287033	Brain - Putamen (basal ganglia)	2
BambuTx145	ENSG00000287033	Cells - Cultured fibroblasts	0
BambuTx145	ENSG00000287033	Heart - Atrial Appendage	0
BambuTx145	ENSG00000287033	Heart - Left Ventricle	0
BambuTx145	ENSG00000287033	Liver	0
BambuTx145	ENSG00000287033	Lung	1
BambuTx145	ENSG00000287033	Muscle - Skeletal	1
BambuTx1450	ENSG00000112981	Brain - Cerebellar Hemisphere	26
BambuTx1450	ENSG00000112981	Brain - Frontal Cortex (BA9)	49
BambuTx1450	ENSG00000112981	Brain - Putamen (basal ganglia)	20
BambuTx1450	ENSG00000112981	Cells - Cultured fibroblasts	3
BambuTx1450	ENSG00000112981	Heart - Atrial Appendage	33
BambuTx1450	ENSG00000112981	Heart - Left Ventricle	7
BambuTx1450	ENSG00000112981	Liver	4
BambuTx1450	ENSG00000112981	Lung	17
BambuTx1450	ENSG00000112981	Muscle - Skeletal	0
BambuTx1451	BambuGene211021	Brain - Cerebellar Hemisphere	0
BambuTx1451	BambuGene211021	Brain - Frontal Cortex (BA9)	3
BambuTx1451	BambuGene211021	Brain - Putamen (basal ganglia)	0
BambuTx1451	BambuGene211021	Cells - Cultured fibroblasts	0
BambuTx1451	BambuGene211021	Heart - Atrial Appendage	0
BambuTx1451	BambuGene211021	Heart - Left Ventricle	0
BambuTx1451	BambuGene211021	Liver	0
BambuTx1451	BambuGene211021	Lung	0
BambuTx1451	BambuGene211021	Muscle - Skeletal	0
BambuTx1452	ENSG00000249751	Brain - Cerebellar Hemisphere	33
BambuTx1452	ENSG00000249751	Brain - Frontal Cortex (BA9)	7
BambuTx1452	ENSG00000249751	Brain - Putamen (basal ganglia)	8
BambuTx1452	ENSG00000249751	Cells - Cultured fibroblasts	5
BambuTx1452	ENSG00000249751	Heart - Atrial Appendage	135
BambuTx1452	ENSG00000249751	Heart - Left Ventricle	33
BambuTx1452	ENSG00000249751	Liver	18
BambuTx1452	ENSG00000249751	Lung	311
BambuTx1452	ENSG00000249751	Muscle - Skeletal	78
BambuTx1453	BambuGene218223	Brain - Cerebellar Hemisphere	1
BambuTx1453	BambuGene218223	Brain - Frontal Cortex (BA9)	0
BambuTx1453	BambuGene218223	Brain - Putamen (basal ganglia)	9
BambuTx1453	BambuGene218223	Cells - Cultured fibroblasts	7
BambuTx1453	BambuGene218223	Heart - Atrial Appendage	9
BambuTx1453	BambuGene218223	Heart - Left Ventricle	0
BambuTx1453	BambuGene218223	Liver	1
BambuTx1453	BambuGene218223	Lung	0
BambuTx1453	BambuGene218223	Muscle - Skeletal	6
BambuTx1454	ENSG00000213523	Brain - Cerebellar Hemisphere	22
BambuTx1454	ENSG00000213523	Brain - Frontal Cortex (BA9)	21
BambuTx1454	ENSG00000213523	Brain - Putamen (basal ganglia)	19
